 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
542	Install_scrubbers	No	Quick	Yes	0.7
543	New_cleaner_coal	No	Lengthy	Yes	1
544	Install_scrubbers	No	Lengthy	No	0.7
545	New_cleaner_coal	Yes	Quick	No	0.7
546	Install_scrubbers	No	Quick	Yes	0.7
547	Install_scrubbers	Yes	Quick	No	0.7
548	New_cleaner_coal	Yes	Lengthy	No	0.3
549	New_cleaner_coal	Yes	Quick	Yes	0.4
550	New_cleaner_coal	No	Quick	No	1
551	New_cleaner_coal	Yes	Lengthy	No	0.3
552	New_cleaner_coal	Yes	Quick	No	0.7
553	New_cleaner_coal	Yes	Quick	Yes	0.4
554	Install_scrubbers	Yes	Lengthy	No	0.7
555	New_cleaner_coal	No	Quick	Yes	1
556	Install_scrubbers	Yes	Quick	No	0.7
557	Install_scrubbers	No	Quick	Yes	0.7
558	New_cleaner_coal	Yes	Lengthy	No	0.3
559	New_cleaner_coal	Yes	Quick	No	0.7
560	New_cleaner_coal	No	Quick	Yes	1
561	New_cleaner_coal	Yes	Quick	Yes	0.4
562	New_cleaner_coal	Yes	Quick	Yes	0.4
563	Install_scrubbers	Yes	Lengthy	No	0.7
564	New_cleaner_coal	No	Quick	No	1
565	Install_scrubbers	Yes	Quick	Yes	0.7
566	Install_scrubbers	Yes	Lengthy	No	0.7
567	Install_scrubbers	No	Quick	No	0.7
568	Install_scrubbers	Yes	Quick	No	0.7
569	New_cleaner_coal	Yes	Quick	Yes	0.4
570	New_cleaner_coal	Yes	Lengthy	No	0.3
571	Install_scrubbers	Yes	Quick	No	0.7
572	New_cleaner_coal	No	Quick	Yes	1
573	New_cleaner_coal	Yes	Quick	Yes	0.4
574	New_cleaner_coal	Yes	Lengthy	No	0.3
575	Install_scrubbers	Yes	Quick	No	0.7
576	Install_scrubbers	No	Quick	No	0.7
577	New_cleaner_coal	Yes	Quick	Yes	0.4
578	New_cleaner_coal	No	Quick	No	1
579	New_cleaner_coal	Yes	Lengthy	Yes	0
580	New_cleaner_coal	No	Quick	No	1
581	Install_scrubbers	Yes	Lengthy	No	0.7
582	Install_scrubbers	No	Quick	Yes	0.7
583	Install_scrubbers	No	Quick	Yes	0.7
584	New_cleaner_coal	No	Quick	Yes	1
585	New_cleaner_coal	No	Quick	No	1
586	New_cleaner_coal	Yes	Quick	No	0.7
587	Install_scrubbers	No	Quick	Yes	0.7
588	Install_scrubbers	Yes	Quick	Yes	0.7
589	Install_scrubbers	No	Quick	No	0.7
590	Install_scrubbers	Yes	Quick	Yes	0.7
591	New_cleaner_coal	No	Quick	Yes	1
592	New_cleaner_coal	Yes	Quick	Yes	0.4
593	New_cleaner_coal	No	Lengthy	Yes	1
594	Install_scrubbers	Yes	Quick	Yes	0.7
595	Install_scrubbers	No	Quick	Yes	0.7
596	Install_scrubbers	Yes	Lengthy	No	0.7
597	New_cleaner_coal	No	Quick	Yes	1
598	New_cleaner_coal	No	Quick	No	1
599	New_cleaner_coal	Yes	Quick	Yes	0.4
600	New_cleaner_coal	Yes	Quick	No	0.7
601	Install_scrubbers	Yes	Quick	No	0.7
602	Install_scrubbers	Yes	Quick	Yes	0.7
603	Install_scrubbers	Yes	Lengthy	No	0.7
604	Install_scrubbers	Yes	Quick	No	0.7
605	Install_scrubbers	No	Quick	No	0.7
606	Install_scrubbers	No	Lengthy	Yes	0.7
607	Install_scrubbers	No	Lengthy	Yes	0.7
608	New_cleaner_coal	No	Quick	Yes	1
609	New_cleaner_coal	No	Quick	Yes	1
610	Install_scrubbers	Yes	Quick	Yes	0.7
611	New_cleaner_coal	No	Lengthy	Yes	1
612	Install_scrubbers	No	Quick	Yes	0.7
613	New_cleaner_coal	Yes	Quick	Yes	0.4
614	New_cleaner_coal	No	Quick	No	1
615	New_cleaner_coal	Yes	Quick	No	0.7
616	Install_scrubbers	Yes	Quick	No	0.7
617	Install_scrubbers	No	Quick	Yes	0.7
618	New_cleaner_coal	Yes	Quick	No	0.7
619	New_cleaner_coal	No	Quick	No	1
620	New_cleaner_coal	Yes	Quick	Yes	0.4
621	New_cleaner_coal	Yes	Quick	Yes	0.4
622	New_cleaner_coal	No	Quick	Yes	1
623	Install_scrubbers	Yes	Lengthy	Yes	0.7
624	New_cleaner_coal	No	Quick	No	1
625	Install_scrubbers	Yes	Lengthy	No	0.7
626	Install_scrubbers	No	Quick	Yes	0.7
627	Install_scrubbers	No	Lengthy	No	0.7
628	New_cleaner_coal	Yes	Quick	Yes	0.4
629	Install_scrubbers	Yes	Quick	Yes	0.7
630	Install_scrubbers	Yes	Lengthy	No	0.7
631	New_cleaner_coal	Yes	Quick	Yes	0.4
632	Install_scrubbers	Yes	Quick	Yes	0.7
633	Install_scrubbers	Yes	Quick	Yes	0.7
634	New_cleaner_coal	No	Lengthy	No	1
635	Install_scrubbers	Yes	Quick	Yes	0.7
636	New_cleaner_coal	Yes	Quick	Yes	0.4
637	Install_scrubbers	Yes	Lengthy	No	0.7
638	Install_scrubbers	Yes	Quick	Yes	0.7
639	Install_scrubbers	Yes	Quick	No	0.7
640	New_cleaner_coal	Yes	Quick	No	0.7
641	Install_scrubbers	Yes	Quick	Yes	0.7
642	Install_scrubbers	No	Lengthy	No	0.7
643	Install_scrubbers	No	Quick	No	0.7
644	New_cleaner_coal	Yes	Quick	No	0.7
645	New_cleaner_coal	Yes	Quick	Yes	0.4
646	Install_scrubbers	Yes	Quick	Yes	0.7
647	New_cleaner_coal	Yes	Quick	Yes	0.4
648	New_cleaner_coal	Yes	Lengthy	No	0.3
649	Install_scrubbers	No	Quick	No	0.7
650	New_cleaner_coal	Yes	Quick	Yes	0.4
651	Install_scrubbers	Yes	Quick	No	0.7
652	Install_scrubbers	No	Quick	No	0.7
653	Install_scrubbers	Yes	Quick	No	0.7
654	Install_scrubbers	Yes	Quick	No	0.7
655	New_cleaner_coal	Yes	Quick	Yes	0.4
656	Install_scrubbers	Yes	Quick	Yes	0.7
657	Install_scrubbers	Yes	Lengthy	No	0.7
658	Install_scrubbers	No	Quick	No	0.7
659	New_cleaner_coal	No	Quick	No	1
660	Install_scrubbers	No	Lengthy	No	0.7
661	Install_scrubbers	No	Quick	Yes	0.7
662	Install_scrubbers	Yes	Quick	Yes	0.7
663	New_cleaner_coal	Yes	Lengthy	Yes	0
664	Install_scrubbers	No	Quick	Yes	0.7
665	New_cleaner_coal	Yes	Quick	Yes	0.4
666	New_cleaner_coal	No	Quick	Yes	1
667	Install_scrubbers	No	Quick	Yes	0.7
668	Install_scrubbers	Yes	Quick	No	0.7
669	Install_scrubbers	Yes	Quick	No	0.7
670	New_cleaner_coal	Yes	Quick	Yes	0.4
671	New_cleaner_coal	Yes	Quick	No	0.7
672	New_cleaner_coal	No	Quick	No	1
673	New_cleaner_coal	Yes	Quick	No	0.7
674	New_cleaner_coal	No	Quick	Yes	1
675	Install_scrubbers	No	Quick	Yes	0.7
676	New_cleaner_coal	Yes	Quick	Yes	0.4
677	New_cleaner_coal	Yes	Quick	Yes	0.4
678	Install_scrubbers	Yes	Quick	No	0.7
679	New_cleaner_coal	Yes	Quick	Yes	0.4
680	Install_scrubbers	Yes	Quick	Yes	0.7
681	New_cleaner_coal	No	Quick	Yes	1
682	Install_scrubbers	No	Lengthy	No	0.7
683	New_cleaner_coal	No	Quick	No	1
684	Install_scrubbers	Yes	Quick	Yes	0.7
685	Install_scrubbers	Yes	Lengthy	No	0.7
686	Install_scrubbers	Yes	Quick	Yes	0.7
687	Install_scrubbers	Yes	Lengthy	No	0.7
688	Install_scrubbers	Yes	Quick	Yes	0.7
689	New_cleaner_coal	Yes	Quick	No	0.7
690	Install_scrubbers	Yes	Quick	No	0.7
691	Install_scrubbers	Yes	Quick	Yes	0.7
692	New_cleaner_coal	No	Quick	No	1
693	Install_scrubbers	No	Quick	Yes	0.7
694	Install_scrubbers	No	Quick	No	0.7
695	New_cleaner_coal	No	Quick	No	1
696	Install_scrubbers	Yes	Quick	No	0.7
697	New_cleaner_coal	No	Quick	Yes	1
698	Install_scrubbers	No	Quick	Yes	0.7
699	Install_scrubbers	Yes	Quick	Yes	0.7
700	Install_scrubbers	Yes	Quick	No	0.7
701	Install_scrubbers	Yes	Quick	No	0.7
702	New_cleaner_coal	No	Quick	Yes	1
703	Install_scrubbers	Yes	Quick	Yes	0.7
704	Install_scrubbers	No	Lengthy	Yes	0.7
705	New_cleaner_coal	Yes	Quick	Yes	0.4
706	New_cleaner_coal	No	Quick	Yes	1
707	New_cleaner_coal	Yes	Lengthy	No	0.3
708	Install_scrubbers	No	Quick	No	0.7
709	New_cleaner_coal	Yes	Quick	No	0.7
710	New_cleaner_coal	No	Quick	Yes	1
711	Install_scrubbers	No	Quick	Yes	0.7
712	Install_scrubbers	Yes	Lengthy	No	0.7
713	Install_scrubbers	Yes	Quick	Yes	0.7
714	New_cleaner_coal	No	Quick	Yes	1
715	Install_scrubbers	No	Quick	No	0.7
716	Install_scrubbers	Yes	Quick	No	0.7
717	New_cleaner_coal	Yes	Quick	Yes	0.4
718	Install_scrubbers	Yes	Quick	Yes	0.7
719	Install_scrubbers	Yes	Quick	Yes	0.7
720	New_cleaner_coal	Yes	Quick	Yes	0.4
721	New_cleaner_coal	Yes	Quick	Yes	0.4
722	Install_scrubbers	Yes	Lengthy	No	0.7
723	Install_scrubbers	Yes	Quick	No	0.7
724	New_cleaner_coal	Yes	Quick	Yes	0.4
725	New_cleaner_coal	No	Lengthy	No	1
726	Install_scrubbers	No	Quick	No	0.7
727	New_cleaner_coal	Yes	Quick	No	0.7
728	Install_scrubbers	No	Lengthy	No	0.7
729	Install_scrubbers	No	Quick	No	0.7
730	New_cleaner_coal	No	Quick	No	1
731	Install_scrubbers	Yes	Quick	Yes	0.7
732	Install_scrubbers	Yes	Lengthy	No	0.7
733	New_cleaner_coal	No	Lengthy	No	1
734	New_cleaner_coal	Yes	Quick	Yes	0.4
735	Install_scrubbers	No	Quick	Yes	0.7
736	New_cleaner_coal	Yes	Quick	Yes	0.4
737	Install_scrubbers	No	Lengthy	No	0.7
738	Install_scrubbers	Yes	Quick	No	0.7
739	New_cleaner_coal	No	Quick	Yes	1
740	Install_scrubbers	Yes	Quick	Yes	0.7
741	New_cleaner_coal	Yes	Quick	Yes	0.4
742	New_cleaner_coal	No	Quick	No	1
743	New_cleaner_coal	No	Quick	No	1
744	Install_scrubbers	No	Quick	Yes	0.7
745	Install_scrubbers	No	Quick	No	0.7
746	New_cleaner_coal	No	Quick	Yes	1
747	New_cleaner_coal	No	Quick	Yes	1
748	New_cleaner_coal	No	Quick	Yes	1
749	New_cleaner_coal	No	Lengthy	No	1
750	Install_scrubbers	No	Quick	No	0.7
751	Install_scrubbers	No	Quick	No	0.7
752	New_cleaner_coal	Yes	Quick	No	0.7
753	New_cleaner_coal	No	Quick	Yes	1
754	Install_scrubbers	Yes	Lengthy	No	0.7
755	Install_scrubbers	No	Quick	No	0.7
756	New_cleaner_coal	Yes	Quick	No	0.7
757	New_cleaner_coal	Yes	Quick	No	0.7
758	Install_scrubbers	Yes	Quick	No	0.7
759	Install_scrubbers	No	Lengthy	No	0.7
760	Install_scrubbers	No	Quick	No	0.7
761	Install_scrubbers	Yes	Lengthy	Yes	0.7
762	New_cleaner_coal	No	Lengthy	No	1
763	New_cleaner_coal	Yes	Quick	Yes	0.4
764	Install_scrubbers	No	Lengthy	No	0.7
765	Install_scrubbers	No	Lengthy	No	0.7
766	New_cleaner_coal	No	Lengthy	Yes	1
767	New_cleaner_coal	Yes	Quick	Yes	0.4
768	Install_scrubbers	No	Quick	Yes	0.7
769	Install_scrubbers	Yes	Quick	Yes	0.7
770	Install_scrubbers	Yes	Quick	Yes	0.7
771	Install_scrubbers	No	Quick	Yes	0.7
772	Install_scrubbers	No	Quick	Yes	0.7
773	Install_scrubbers	No	Quick	No	0.7
774	Install_scrubbers	No	Quick	Yes	0.7
775	Install_scrubbers	Yes	Quick	Yes	0.7
776	Install_scrubbers	Yes	Quick	No	0.7
777	Install_scrubbers	No	Quick	Yes	0.7
778	New_cleaner_coal	No	Quick	No	1
779	Install_scrubbers	No	Quick	Yes	0.7
780	Install_scrubbers	Yes	Quick	No	0.7
781	Install_scrubbers	Yes	Quick	Yes	0.7
782	Install_scrubbers	Yes	Quick	No	0.7
783	New_cleaner_coal	Yes	Quick	Yes	0.4
784	Install_scrubbers	Yes	Quick	Yes	0.7
785	New_cleaner_coal	Yes	Quick	No	0.7
786	New_cleaner_coal	No	Quick	No	1
787	Install_scrubbers	Yes	Quick	Yes	0.7
788	New_cleaner_coal	Yes	Lengthy	No	0.3
789	Install_scrubbers	No	Lengthy	No	0.7
790	New_cleaner_coal	Yes	Quick	No	0.7
791	Install_scrubbers	Yes	Quick	Yes	0.7
792	New_cleaner_coal	Yes	Lengthy	No	0.3
793	New_cleaner_coal	No	Quick	No	1
794	New_cleaner_coal	No	Quick	No	1
795	New_cleaner_coal	Yes	Quick	Yes	0.4
796	New_cleaner_coal	Yes	Quick	Yes	0.4
797	New_cleaner_coal	No	Quick	No	1
798	Install_scrubbers	No	Quick	No	0.7
799	New_cleaner_coal	No	Lengthy	No	1
800	New_cleaner_coal	No	Quick	Yes	1
801	Install_scrubbers	Yes	Quick	Yes	0.7
802	Install_scrubbers	No	Quick	Yes	0.7
803	New_cleaner_coal	Yes	Lengthy	No	0.3
804	Install_scrubbers	No	Quick	Yes	0.7
805	Install_scrubbers	No	Quick	No	0.7
806	Install_scrubbers	No	Quick	Yes	0.7
807	Install_scrubbers	Yes	Quick	No	0.7
808	Install_scrubbers	Yes	Quick	Yes	0.7
809	Install_scrubbers	No	Quick	No	0.7
810	New_cleaner_coal	Yes	Quick	No	0.7
811	Install_scrubbers	Yes	Quick	Yes	0.7
812	New_cleaner_coal	No	Quick	No	1
813	New_cleaner_coal	No	Quick	Yes	1
814	New_cleaner_coal	No	Quick	Yes	1
815	Install_scrubbers	No	Quick	No	0.7
816	New_cleaner_coal	Yes	Quick	Yes	0.4
817	Install_scrubbers	No	Quick	Yes	0.7
818	New_cleaner_coal	No	Quick	Yes	1
819	New_cleaner_coal	Yes	Quick	No	0.7
820	Install_scrubbers	No	Lengthy	No	0.7
821	Install_scrubbers	Yes	Quick	No	0.7
822	Install_scrubbers	Yes	Quick	Yes	0.7
823	Install_scrubbers	Yes	Quick	No	0.7
824	Install_scrubbers	Yes	Quick	Yes	0.7
825	Install_scrubbers	No	Quick	Yes	0.7
826	New_cleaner_coal	Yes	Quick	No	0.7
827	Install_scrubbers	Yes	Quick	No	0.7
828	New_cleaner_coal	Yes	Quick	No	0.7
829	Install_scrubbers	No	Quick	Yes	0.7
830	Install_scrubbers	Yes	Quick	Yes	0.7
831	New_cleaner_coal	Yes	Quick	Yes	0.4
832	New_cleaner_coal	No	Quick	No	1
833	New_cleaner_coal	Yes	Quick	No	0.7
834	Install_scrubbers	No	Quick	No	0.7
835	New_cleaner_coal	Yes	Lengthy	Yes	0
836	Install_scrubbers	Yes	Quick	No	0.7
837	Install_scrubbers	Yes	Lengthy	No	0.7
838	New_cleaner_coal	Yes	Quick	Yes	0.4
839	New_cleaner_coal	No	Quick	Yes	1
840	New_cleaner_coal	Yes	Quick	No	0.7
841	New_cleaner_coal	Yes	Quick	Yes	0.4
842	Install_scrubbers	Yes	Quick	Yes	0.7
843	Install_scrubbers	Yes	Quick	No	0.7
844	Install_scrubbers	Yes	Lengthy	No	0.7
845	New_cleaner_coal	Yes	Quick	Yes	0.4
846	Install_scrubbers	No	Quick	No	0.7
847	Install_scrubbers	Yes	Quick	No	0.7
848	Install_scrubbers	Yes	Quick	Yes	0.7
849	Install_scrubbers	No	Quick	Yes	0.7
850	Install_scrubbers	No	Quick	No	0.7
851	New_cleaner_coal	No	Quick	Yes	1
852	Install_scrubbers	Yes	Quick	No	0.7
853	New_cleaner_coal	No	Quick	Yes	1
854	New_cleaner_coal	Yes	Quick	Yes	0.4
855	Install_scrubbers	No	Quick	Yes	0.7
856	Install_scrubbers	Yes	Quick	Yes	0.7
857	New_cleaner_coal	No	Quick	No	1
858	New_cleaner_coal	Yes	Quick	No	0.7
859	New_cleaner_coal	Yes	Lengthy	No	0.3
860	New_cleaner_coal	Yes	Quick	No	0.7
861	Install_scrubbers	Yes	Lengthy	No	0.7
862	Install_scrubbers	No	Quick	No	0.7
863	New_cleaner_coal	No	Quick	Yes	1
864	Install_scrubbers	Yes	Quick	Yes	0.7
865	New_cleaner_coal	No	Quick	Yes	1
866	New_cleaner_coal	Yes	Lengthy	No	0.3
867	New_cleaner_coal	Yes	Quick	No	0.7
868	Install_scrubbers	Yes	Quick	No	0.7
869	Install_scrubbers	Yes	Quick	No	0.7
870	New_cleaner_coal	No	Quick	No	1
871	Install_scrubbers	Yes	Quick	Yes	0.7
872	Install_scrubbers	Yes	Lengthy	No	0.7
873	Install_scrubbers	Yes	Quick	Yes	0.7
874	Install_scrubbers	Yes	Quick	Yes	0.7
875	New_cleaner_coal	Yes	Quick	No	0.7
876	Install_scrubbers	Yes	Lengthy	No	0.7
877	Install_scrubbers	Yes	Quick	Yes	0.7
878	Install_scrubbers	Yes	Quick	Yes	0.7
879	New_cleaner_coal	Yes	Quick	Yes	0.4
880	New_cleaner_coal	No	Lengthy	No	1
881	Install_scrubbers	Yes	Quick	No	0.7
882	New_cleaner_coal	No	Quick	No	1
883	New_cleaner_coal	Yes	Quick	Yes	0.4
884	Install_scrubbers	No	Quick	No	0.7
885	Install_scrubbers	No	Quick	Yes	0.7
886	Install_scrubbers	Yes	Quick	No	0.7
887	New_cleaner_coal	No	Lengthy	No	1
888	New_cleaner_coal	Yes	Quick	Yes	0.4
889	Install_scrubbers	Yes	Quick	Yes	0.7
890	Install_scrubbers	No	Quick	No	0.7
891	New_cleaner_coal	Yes	Quick	No	0.7
892	Install_scrubbers	Yes	Quick	Yes	0.7
893	Install_scrubbers	No	Quick	Yes	0.7
894	Install_scrubbers	Yes	Quick	Yes	0.7
895	New_cleaner_coal	Yes	Quick	No	0.7
896	Install_scrubbers	Yes	Quick	Yes	0.7
897	New_cleaner_coal	Yes	Quick	Yes	0.4
898	New_cleaner_coal	No	Quick	No	1
899	Install_scrubbers	Yes	Quick	Yes	0.7
900	New_cleaner_coal	No	Quick	Yes	1
901	Install_scrubbers	Yes	Quick	Yes	0.7
902	Install_scrubbers	No	Quick	Yes	0.7
903	Install_scrubbers	No	Quick	Yes	0.7
904	New_cleaner_coal	No	Lengthy	No	1
905	Install_scrubbers	No	Lengthy	Yes	0.7
906	New_cleaner_coal	No	Quick	No	1
907	New_cleaner_coal	No	Lengthy	No	1
908	New_cleaner_coal	Yes	Quick	No	0.7
909	New_cleaner_coal	No	Quick	No	1
910	Install_scrubbers	Yes	Quick	No	0.7
911	Install_scrubbers	No	Quick	Yes	0.7
912	Install_scrubbers	Yes	Quick	Yes	0.7
913	Install_scrubbers	Yes	Quick	Yes	0.7
914	Install_scrubbers	Yes	Quick	Yes	0.7
915	Install_scrubbers	Yes	Quick	Yes	0.7
916	Install_scrubbers	Yes	Quick	No	0.7
917	Install_scrubbers	Yes	Quick	Yes	0.7
918	Install_scrubbers	No	Lengthy	No	0.7
919	Install_scrubbers	Yes	Lengthy	No	0.7
920	New_cleaner_coal	No	Lengthy	No	1
921	New_cleaner_coal	No	Lengthy	No	1
922	New_cleaner_coal	No	Quick	No	1
923	New_cleaner_coal	No	Lengthy	No	1
924	Install_scrubbers	Yes	Quick	Yes	0.7
925	New_cleaner_coal	Yes	Quick	Yes	0.4
926	New_cleaner_coal	Yes	Quick	No	0.7
927	Install_scrubbers	No	Quick	No	0.7
928	New_cleaner_coal	Yes	Lengthy	Yes	0
929	Install_scrubbers	No	Quick	Yes	0.7
930	New_cleaner_coal	No	Lengthy	No	1
931	New_cleaner_coal	Yes	Quick	Yes	0.4
932	Install_scrubbers	Yes	Quick	Yes	0.7
933	Install_scrubbers	Yes	Quick	Yes	0.7
934	Install_scrubbers	Yes	Quick	Yes	0.7
935	Install_scrubbers	Yes	Quick	Yes	0.7
936	New_cleaner_coal	No	Quick	No	1
937	New_cleaner_coal	Yes	Quick	Yes	0.4
938	New_cleaner_coal	No	Quick	Yes	1
939	New_cleaner_coal	No	Quick	Yes	1
940	Install_scrubbers	No	Quick	No	0.7
941	New_cleaner_coal	Yes	Quick	No	0.7
942	New_cleaner_coal	Yes	Quick	No	0.7
943	New_cleaner_coal	Yes	Quick	Yes	0.4
944	New_cleaner_coal	Yes	Lengthy	No	0.3
945	New_cleaner_coal	No	Quick	Yes	1
946	New_cleaner_coal	No	Quick	Yes	1
947	Install_scrubbers	No	Quick	No	0.7
948	Install_scrubbers	No	Lengthy	No	0.7
949	Install_scrubbers	Yes	Quick	No	0.7
950	Install_scrubbers	No	Quick	No	0.7
951	New_cleaner_coal	Yes	Quick	No	0.7
952	Install_scrubbers	Yes	Quick	Yes	0.7
953	Install_scrubbers	Yes	Quick	Yes	0.7
954	New_cleaner_coal	No	Quick	Yes	1
955	Install_scrubbers	No	Quick	No	0.7
956	Install_scrubbers	No	Quick	No	0.7
957	New_cleaner_coal	Yes	Quick	Yes	0.4
958	Install_scrubbers	No	Quick	Yes	0.7
959	New_cleaner_coal	No	Quick	No	1
960	Install_scrubbers	Yes	Quick	Yes	0.7
961	Install_scrubbers	Yes	Quick	Yes	0.7
962	New_cleaner_coal	Yes	Quick	No	0.7
963	Install_scrubbers	Yes	Lengthy	Yes	0.7
964	Install_scrubbers	No	Lengthy	No	0.7
965	Install_scrubbers	Yes	Quick	Yes	0.7
966	Install_scrubbers	No	Quick	Yes	0.7
967	New_cleaner_coal	No	Quick	No	1
968	New_cleaner_coal	No	Quick	Yes	1
969	Install_scrubbers	Yes	Quick	Yes	0.7
970	New_cleaner_coal	Yes	Quick	Yes	0.4
971	Install_scrubbers	Yes	Quick	Yes	0.7
972	Install_scrubbers	No	Quick	Yes	0.7
973	New_cleaner_coal	Yes	Lengthy	No	0.3
974	Install_scrubbers	No	Quick	No	0.7
975	New_cleaner_coal	Yes	Quick	Yes	0.4
976	Install_scrubbers	No	Quick	Yes	0.7
977	Install_scrubbers	Yes	Quick	Yes	0.7
978	New_cleaner_coal	Yes	Quick	No	0.7
979	Install_scrubbers	Yes	Quick	Yes	0.7
980	Install_scrubbers	No	Quick	Yes	0.7
981	Install_scrubbers	Yes	Quick	Yes	0.7
982	New_cleaner_coal	Yes	Lengthy	No	0.3
983	New_cleaner_coal	Yes	Lengthy	No	0.3
984	Install_scrubbers	No	Quick	No	0.7
985	Install_scrubbers	Yes	Lengthy	No	0.7
986	Install_scrubbers	Yes	Quick	Yes	0.7
987	Install_scrubbers	No	Quick	Yes	0.7
988	New_cleaner_coal	No	Lengthy	No	1
989	New_cleaner_coal	No	Quick	No	1
990	Install_scrubbers	Yes	Quick	Yes	0.7
991	New_cleaner_coal	No	Quick	No	1
992	New_cleaner_coal	No	Quick	Yes	1
993	New_cleaner_coal	No	Quick	Yes	1
994	Install_scrubbers	No	Quick	Yes	0.7
995	New_cleaner_coal	No	Quick	No	1
996	Install_scrubbers	Yes	Quick	No	0.7
997	Install_scrubbers	Yes	Quick	Yes	0.7
998	New_cleaner_coal	No	Quick	No	1
999	Install_scrubbers	Yes	Quick	Yes	0.7
1000	New_cleaner_coal	No	Quick	Yes	1
1001	Install_scrubbers	No	Lengthy	No	0.7
1002	Install_scrubbers	Yes	Quick	Yes	0.7
1003	New_cleaner_coal	No	Quick	Yes	1
1004	New_cleaner_coal	No	Quick	Yes	1
1005	Install_scrubbers	Yes	Lengthy	No	0.7
1006	Install_scrubbers	Yes	Quick	Yes	0.7
1007	New_cleaner_coal	Yes	Quick	Yes	0.4
1008	New_cleaner_coal	Yes	Lengthy	No	0.3
1009	Install_scrubbers	Yes	Quick	Yes	0.7
1010	New_cleaner_coal	No	Quick	No	1
1011	Install_scrubbers	Yes	Quick	Yes	0.7
1012	Install_scrubbers	No	Quick	Yes	0.7
1013	New_cleaner_coal	Yes	Lengthy	No	0.3
1014	Install_scrubbers	Yes	Quick	Yes	0.7
1015	Install_scrubbers	No	Quick	No	0.7
1016	New_cleaner_coal	Yes	Quick	No	0.7
1017	New_cleaner_coal	No	Quick	No	1
1018	New_cleaner_coal	Yes	Quick	Yes	0.4
1019	New_cleaner_coal	Yes	Quick	Yes	0.4
1020	Install_scrubbers	No	Quick	No	0.7
1021	Install_scrubbers	Yes	Quick	Yes	0.7
1022	Install_scrubbers	Yes	Quick	No	0.7
1023	Install_scrubbers	Yes	Quick	No	0.7
1024	New_cleaner_coal	No	Quick	Yes	1
1025	Install_scrubbers	Yes	Quick	Yes	0.7
1026	Install_scrubbers	Yes	Quick	No	0.7
1027	New_cleaner_coal	Yes	Quick	Yes	0.4
1028	Install_scrubbers	Yes	Quick	Yes	0.7
1029	New_cleaner_coal	No	Quick	Yes	1
1030	New_cleaner_coal	Yes	Quick	No	0.7
1031	Install_scrubbers	Yes	Quick	No	0.7
1032	Install_scrubbers	Yes	Quick	Yes	0.7
1033	New_cleaner_coal	Yes	Quick	Yes	0.4
1034	New_cleaner_coal	Yes	Quick	Yes	0.4
1035	New_cleaner_coal	No	Quick	No	1
1036	New_cleaner_coal	No	Quick	Yes	1
1037	Install_scrubbers	Yes	Quick	Yes	0.7
1038	Install_scrubbers	No	Quick	No	0.7
1039	Install_scrubbers	No	Lengthy	No	0.7
1040	New_cleaner_coal	Yes	Quick	No	0.7
1041	Install_scrubbers	Yes	Lengthy	Yes	0.7
1042	New_cleaner_coal	No	Quick	Yes	1
1043	Install_scrubbers	No	Quick	Yes	0.7
1044	New_cleaner_coal	No	Quick	No	1
1045	New_cleaner_coal	Yes	Lengthy	No	0.3
1046	Install_scrubbers	No	Quick	Yes	0.7
1047	New_cleaner_coal	Yes	Quick	Yes	0.4
1048	New_cleaner_coal	No	Quick	Yes	1
1049	New_cleaner_coal	Yes	Quick	Yes	0.4
1050	New_cleaner_coal	Yes	Lengthy	No	0.3
1051	New_cleaner_coal	Yes	Lengthy	No	0.3
1052	New_cleaner_coal	Yes	Lengthy	No	0.3
1053	New_cleaner_coal	Yes	Quick	No	0.7
1054	New_cleaner_coal	No	Lengthy	No	1
1055	Install_scrubbers	Yes	Quick	Yes	0.7
1056	Install_scrubbers	Yes	Quick	No	0.7
1057	Install_scrubbers	Yes	Quick	Yes	0.7
1058	Install_scrubbers	Yes	Quick	Yes	0.7
1059	New_cleaner_coal	Yes	Quick	No	0.7
1060	New_cleaner_coal	No	Quick	Yes	1
1061	Install_scrubbers	Yes	Quick	Yes	0.7
1062	New_cleaner_coal	Yes	Quick	Yes	0.4
1063	New_cleaner_coal	No	Quick	No	1
1064	New_cleaner_coal	Yes	Quick	No	0.7
1065	New_cleaner_coal	Yes	Quick	Yes	0.4
1066	New_cleaner_coal	No	Quick	Yes	1
1067	New_cleaner_coal	No	Quick	Yes	1
1068	Install_scrubbers	No	Quick	No	0.7
1069	New_cleaner_coal	No	Lengthy	No	1
1070	New_cleaner_coal	Yes	Quick	Yes	0.4
1071	Install_scrubbers	Yes	Quick	Yes	0.7
1072	Install_scrubbers	Yes	Quick	No	0.7
1073	New_cleaner_coal	Yes	Quick	Yes	0.4
1074	Install_scrubbers	No	Quick	Yes	0.7
1075	New_cleaner_coal	No	Quick	Yes	1
1076	New_cleaner_coal	No	Quick	Yes	1
1077	Install_scrubbers	No	Lengthy	No	0.7
1078	Install_scrubbers	Yes	Quick	No	0.7
1079	Install_scrubbers	Yes	Quick	No	0.7
1080	Install_scrubbers	Yes	Quick	No	0.7
1081	New_cleaner_coal	Yes	Quick	Yes	0.4
1082	New_cleaner_coal	Yes	Quick	No	0.7
1083	New_cleaner_coal	Yes	Quick	Yes	0.4
