 IDnum	Economical_State	Export_Decision	U
779	Slightly_worse	After_12_mos	0.622203
780	Slightly_worse	After_6_mos	0.697762
781	Same	Now	1
782	Same	After_6_mos	0.892473
783	Slightly_worse	After_6_mos	0.697762
784	Same	Now	1
785	Slightly_worse	After_12_mos	0.622203
786	Same	After_12_mos	0.267655
787	Slightly_worse	After_12_mos	0.622203
788	Same	After_6_mos	0.892473
789	Same	After_12_mos	0.267655
790	Severely_bad	After_6_mos	0.468323
791	Same	Now	1
792	Same	Now	1
793	Severely_bad	After_12_mos	0.429236
794	Same	After_6_mos	0.892473
795	Severely_bad	After_12_mos	0.429236
796	Slightly_worse	After_12_mos	0.622203
797	Slightly_worse	After_12_mos	0.622203
798	Same	Now	1
799	Severely_bad	Now	0
800	Same	After_6_mos	0.892473
801	Same	After_12_mos	0.267655
802	Slightly_worse	After_6_mos	0.697762
803	Slightly_worse	After_6_mos	0.697762
804	Same	Now	1
805	Same	Now	1
806	Slightly_worse	After_6_mos	0.697762
807	Severely_bad	After_12_mos	0.429236
808	Severely_bad	After_6_mos	0.468323
809	Severely_bad	After_12_mos	0.429236
810	Severely_bad	Now	0
811	Same	Now	1
812	Same	After_12_mos	0.267655
813	Severely_bad	Now	0
814	Same	After_6_mos	0.892473
815	Severely_bad	After_6_mos	0.468323
816	Slightly_worse	After_12_mos	0.622203
817	Same	After_12_mos	0.267655
818	Slightly_worse	Now	0.750073
819	Slightly_worse	Now	0.750073
820	Severely_bad	Now	0
821	Severely_bad	After_6_mos	0.468323
822	Severely_bad	After_6_mos	0.468323
823	Same	After_6_mos	0.892473
824	Slightly_worse	Now	0.750073
825	Same	After_12_mos	0.267655
826	Same	After_12_mos	0.267655
827	Same	After_12_mos	0.267655
828	Slightly_worse	After_12_mos	0.622203
829	Same	After_12_mos	0.267655
830	Same	Now	1
831	Severely_bad	After_12_mos	0.429236
832	Same	Now	1
833	Same	Now	1
834	Same	After_6_mos	0.892473
835	Same	Now	1
836	Same	After_12_mos	0.267655
837	Same	After_12_mos	0.267655
838	Same	After_6_mos	0.892473
839	Slightly_worse	Now	0.750073
840	Slightly_worse	After_6_mos	0.697762
841	Slightly_worse	After_6_mos	0.697762
842	Slightly_worse	Now	0.750073
843	Same	After_12_mos	0.267655
844	Slightly_worse	Now	0.750073
845	Severely_bad	After_6_mos	0.468323
846	Slightly_worse	After_12_mos	0.622203
847	Same	After_6_mos	0.892473
848	Same	After_12_mos	0.267655
849	Same	After_6_mos	0.892473
850	Slightly_worse	After_12_mos	0.622203
851	Slightly_worse	Now	0.750073
852	Severely_bad	Now	0
853	Same	After_12_mos	0.267655
854	Same	After_12_mos	0.267655
855	Same	After_6_mos	0.892473
856	Slightly_worse	Now	0.750073
857	Slightly_worse	After_6_mos	0.697762
858	Same	After_12_mos	0.267655
859	Slightly_worse	After_6_mos	0.697762
860	Severely_bad	Now	0
861	Same	After_6_mos	0.892473
862	Same	After_6_mos	0.892473
863	Slightly_worse	After_6_mos	0.697762
864	Slightly_worse	Now	0.750073
865	Same	After_12_mos	0.267655
866	Severely_bad	After_12_mos	0.429236
867	Slightly_worse	After_12_mos	0.622203
868	Severely_bad	After_6_mos	0.468323
869	Same	Now	1
870	Slightly_worse	After_12_mos	0.622203
871	Slightly_worse	Now	0.750073
872	Same	Now	1
873	Slightly_worse	After_6_mos	0.697762
874	Severely_bad	After_12_mos	0.429236
875	Severely_bad	Now	0
876	Severely_bad	After_6_mos	0.468323
877	Slightly_worse	After_6_mos	0.697762
878	Slightly_worse	After_12_mos	0.622203
879	Severely_bad	Now	0
880	Same	Now	1
881	Slightly_worse	After_12_mos	0.622203
882	Same	Now	1
883	Severely_bad	After_12_mos	0.429236
884	Severely_bad	After_6_mos	0.468323
885	Severely_bad	Now	0
886	Slightly_worse	After_12_mos	0.622203
887	Same	After_6_mos	0.892473
888	Same	Now	1
889	Same	After_12_mos	0.267655
890	Slightly_worse	After_12_mos	0.622203
891	Same	After_12_mos	0.267655
892	Same	After_6_mos	0.892473
893	Severely_bad	After_12_mos	0.429236
894	Same	After_12_mos	0.267655
895	Slightly_worse	Now	0.750073
896	Severely_bad	Now	0
897	Slightly_worse	Now	0.750073
898	Same	After_12_mos	0.267655
899	Severely_bad	Now	0
900	Same	After_12_mos	0.267655
901	Severely_bad	After_6_mos	0.468323
902	Same	After_6_mos	0.892473
903	Severely_bad	After_6_mos	0.468323
904	Severely_bad	After_6_mos	0.468323
905	Slightly_worse	After_6_mos	0.697762
906	Same	Now	1
907	Severely_bad	Now	0
908	Same	After_12_mos	0.267655
909	Same	After_12_mos	0.267655
910	Severely_bad	Now	0
911	Severely_bad	After_12_mos	0.429236
912	Slightly_worse	Now	0.750073
913	Same	After_12_mos	0.267655
914	Slightly_worse	After_6_mos	0.697762
915	Severely_bad	After_6_mos	0.468323
916	Same	After_6_mos	0.892473
917	Same	After_12_mos	0.267655
918	Severely_bad	After_6_mos	0.468323
919	Severely_bad	After_6_mos	0.468323
920	Slightly_worse	After_12_mos	0.622203
921	Severely_bad	Now	0
922	Same	After_12_mos	0.267655
923	Slightly_worse	After_12_mos	0.622203
924	Severely_bad	After_6_mos	0.468323
925	Same	Now	1
926	Same	After_6_mos	0.892473
927	Same	Now	1
928	Same	After_6_mos	0.892473
929	Slightly_worse	After_6_mos	0.697762
930	Slightly_worse	After_12_mos	0.622203
931	Slightly_worse	After_12_mos	0.622203
932	Slightly_worse	Now	0.750073
933	Same	Now	1
934	Slightly_worse	After_6_mos	0.697762
935	Same	After_12_mos	0.267655
936	Same	After_6_mos	0.892473
937	Same	After_12_mos	0.267655
938	Same	After_6_mos	0.892473
939	Severely_bad	After_12_mos	0.429236
940	Severely_bad	After_6_mos	0.468323
941	Same	After_6_mos	0.892473
942	Same	After_6_mos	0.892473
943	Same	After_12_mos	0.267655
944	Severely_bad	Now	0
945	Slightly_worse	Now	0.750073
946	Same	After_6_mos	0.892473
947	Same	After_12_mos	0.267655
948	Slightly_worse	After_12_mos	0.622203
949	Same	After_12_mos	0.267655
950	Severely_bad	After_12_mos	0.429236
951	Same	After_6_mos	0.892473
952	Slightly_worse	After_6_mos	0.697762
953	Severely_bad	Now	0
954	Same	After_12_mos	0.267655
955	Slightly_worse	Now	0.750073
956	Same	Now	1
957	Severely_bad	After_6_mos	0.468323
958	Same	After_12_mos	0.267655
959	Slightly_worse	After_12_mos	0.622203
960	Slightly_worse	Now	0.750073
961	Severely_bad	Now	0
962	Severely_bad	After_12_mos	0.429236
963	Severely_bad	After_6_mos	0.468323
964	Same	After_6_mos	0.892473
965	Same	Now	1
966	Slightly_worse	After_6_mos	0.697762
967	Same	After_12_mos	0.267655
968	Same	After_12_mos	0.267655
969	Severely_bad	Now	0
970	Same	Now	1
971	Slightly_worse	Now	0.750073
972	Slightly_worse	After_12_mos	0.622203
973	Slightly_worse	After_12_mos	0.622203
974	Severely_bad	After_6_mos	0.468323
975	Severely_bad	Now	0
976	Same	After_6_mos	0.892473
977	Severely_bad	After_6_mos	0.468323
978	Slightly_worse	After_6_mos	0.697762
979	Severely_bad	Now	0
980	Severely_bad	Now	0
981	Severely_bad	After_12_mos	0.429236
982	Same	Now	1
983	Same	After_6_mos	0.892473
984	Severely_bad	Now	0
985	Same	Now	1
986	Slightly_worse	After_12_mos	0.622203
987	Severely_bad	After_6_mos	0.468323
988	Same	Now	1
989	Severely_bad	Now	0
990	Same	After_12_mos	0.267655
991	Severely_bad	After_12_mos	0.429236
992	Slightly_worse	After_12_mos	0.622203
993	Same	Now	1
994	Same	Now	1
995	Severely_bad	After_6_mos	0.468323
996	Slightly_worse	Now	0.750073
997	Slightly_worse	After_12_mos	0.622203
998	Severely_bad	Now	0
999	Slightly_worse	Now	0.750073
1000	Same	After_12_mos	0.267655
1001	Severely_bad	After_6_mos	0.468323
1002	Slightly_worse	After_6_mos	0.697762
1003	Slightly_worse	Now	0.750073
1004	Severely_bad	After_12_mos	0.429236
1005	Slightly_worse	Now	0.750073
1006	Same	Now	1
1007	Same	After_12_mos	0.267655
1008	Slightly_worse	Now	0.750073
1009	Slightly_worse	After_6_mos	0.697762
1010	Same	Now	1
1011	Same	After_12_mos	0.267655
1012	Severely_bad	Now	0
1013	Slightly_worse	After_6_mos	0.697762
1014	Severely_bad	After_12_mos	0.429236
1015	Same	After_6_mos	0.892473
1016	Same	After_6_mos	0.892473
1017	Slightly_worse	After_6_mos	0.697762
1018	Same	Now	1
1019	Same	After_12_mos	0.267655
1020	Same	After_6_mos	0.892473
1021	Severely_bad	Now	0
1022	Severely_bad	After_6_mos	0.468323
1023	Severely_bad	Now	0
1024	Severely_bad	After_6_mos	0.468323
1025	Severely_bad	Now	0
1026	Severely_bad	Now	0
1027	Same	After_12_mos	0.267655
1028	Same	After_12_mos	0.267655
1029	Severely_bad	After_12_mos	0.429236
1030	Same	After_12_mos	0.267655
1031	Same	After_6_mos	0.892473
1032	Slightly_worse	After_12_mos	0.622203
1033	Severely_bad	Now	0
1034	Slightly_worse	After_12_mos	0.622203
1035	Same	After_6_mos	0.892473
1036	Same	After_12_mos	0.267655
1037	Same	Now	1
1038	Same	After_12_mos	0.267655
1039	Severely_bad	Now	0
1040	Same	After_6_mos	0.892473
1041	Same	After_12_mos	0.267655
1042	Slightly_worse	Now	0.750073
1043	Same	Now	1
1044	Severely_bad	After_6_mos	0.468323
1045	Same	After_6_mos	0.892473
1046	Severely_bad	After_12_mos	0.429236
1047	Same	After_6_mos	0.892473
1048	Same	After_12_mos	0.267655
1049	Same	Now	1
1050	Same	After_6_mos	0.892473
1051	Same	After_6_mos	0.892473
1052	Same	Now	1
1053	Slightly_worse	After_12_mos	0.622203
1054	Same	After_6_mos	0.892473
1055	Severely_bad	After_6_mos	0.468323
1056	Same	After_12_mos	0.267655
1057	Same	After_12_mos	0.267655
1058	Slightly_worse	After_6_mos	0.697762
1059	Slightly_worse	After_12_mos	0.622203
1060	Same	After_6_mos	0.892473
1061	Slightly_worse	After_6_mos	0.697762
1062	Severely_bad	After_6_mos	0.468323
1063	Slightly_worse	After_6_mos	0.697762
1064	Slightly_worse	After_12_mos	0.622203
1065	Severely_bad	Now	0
1066	Severely_bad	After_6_mos	0.468323
1067	Slightly_worse	After_12_mos	0.622203
1068	Severely_bad	After_12_mos	0.429236
1069	Same	Now	1
1070	Same	After_6_mos	0.892473
1071	Slightly_worse	After_12_mos	0.622203
1072	Severely_bad	Now	0
1073	Slightly_worse	After_12_mos	0.622203
1074	Same	After_6_mos	0.892473
1075	Slightly_worse	After_6_mos	0.697762
1076	Slightly_worse	Now	0.750073
1077	Slightly_worse	Now	0.750073
1078	Same	After_12_mos	0.267655
1079	Same	After_12_mos	0.267655
1080	Slightly_worse	After_6_mos	0.697762
1081	Severely_bad	After_6_mos	0.468323
1082	Slightly_worse	After_6_mos	0.697762
1083	Same	After_6_mos	0.892473
1084	Same	After_12_mos	0.267655
1085	Slightly_worse	After_6_mos	0.697762
1086	Same	After_6_mos	0.892473
1087	Same	Now	1
1088	Severely_bad	Now	0
1089	Same	After_6_mos	0.892473
1090	Severely_bad	After_12_mos	0.429236
1091	Same	After_12_mos	0.267655
1092	Severely_bad	After_6_mos	0.468323
1093	Severely_bad	Now	0
1094	Slightly_worse	After_12_mos	0.622203
1095	Severely_bad	After_12_mos	0.429236
1096	Slightly_worse	After_12_mos	0.622203
1097	Severely_bad	After_12_mos	0.429236
1098	Slightly_worse	After_6_mos	0.697762
1099	Slightly_worse	After_6_mos	0.697762
1100	Same	After_6_mos	0.892473
1101	Same	After_12_mos	0.267655
1102	Severely_bad	After_6_mos	0.468323
1103	Slightly_worse	After_6_mos	0.697762
1104	Severely_bad	Now	0
1105	Same	Now	1
1106	Severely_bad	After_6_mos	0.468323
1107	Same	After_6_mos	0.892473
1108	Same	After_12_mos	0.267655
1109	Same	Now	1
1110	Severely_bad	Now	0
1111	Severely_bad	After_12_mos	0.429236
1112	Severely_bad	After_6_mos	0.468323
1113	Severely_bad	After_6_mos	0.468323
1114	Same	Now	1
1115	Slightly_worse	Now	0.750073
1116	Slightly_worse	After_12_mos	0.622203
1117	Severely_bad	After_12_mos	0.429236
1118	Same	After_12_mos	0.267655
1119	Severely_bad	After_6_mos	0.468323
1120	Same	Now	1
1121	Same	After_12_mos	0.267655
1122	Same	Now	1
1123	Severely_bad	After_12_mos	0.429236
1124	Slightly_worse	After_12_mos	0.622203
1125	Severely_bad	Now	0
1126	Same	After_6_mos	0.892473
1127	Same	Now	1
1128	Slightly_worse	After_6_mos	0.697762
1129	Same	After_12_mos	0.267655
1130	Severely_bad	Now	0
1131	Same	After_12_mos	0.267655
1132	Slightly_worse	After_12_mos	0.622203
1133	Same	Now	1
1134	Slightly_worse	After_6_mos	0.697762
1135	Severely_bad	After_6_mos	0.468323
1136	Same	Now	1
1137	Slightly_worse	After_12_mos	0.622203
1138	Severely_bad	After_12_mos	0.429236
1139	Severely_bad	Now	0
1140	Slightly_worse	Now	0.750073
1141	Same	After_6_mos	0.892473
1142	Slightly_worse	Now	0.750073
1143	Slightly_worse	After_6_mos	0.697762
1144	Same	After_6_mos	0.892473
1145	Same	After_12_mos	0.267655
1146	Severely_bad	Now	0
1147	Same	Now	1
1148	Severely_bad	Now	0
1149	Severely_bad	After_6_mos	0.468323
1150	Severely_bad	After_12_mos	0.429236
1151	Same	Now	1
1152	Severely_bad	Now	0
1153	Same	Now	1
1154	Slightly_worse	After_6_mos	0.697762
1155	Same	After_6_mos	0.892473
1156	Severely_bad	After_6_mos	0.468323
1157	Slightly_worse	Now	0.750073
1158	Same	After_6_mos	0.892473
1159	Severely_bad	After_12_mos	0.429236
1160	Slightly_worse	Now	0.750073
1161	Same	After_12_mos	0.267655
1162	Severely_bad	After_12_mos	0.429236
1163	Severely_bad	Now	0
1164	Same	Now	1
1165	Slightly_worse	Now	0.750073
1166	Same	Now	1
1167	Slightly_worse	After_12_mos	0.622203
1168	Same	After_6_mos	0.892473
1169	Slightly_worse	After_12_mos	0.622203
1170	Slightly_worse	Now	0.750073
1171	Severely_bad	Now	0
1172	Slightly_worse	Now	0.750073
1173	Severely_bad	Now	0
1174	Slightly_worse	After_12_mos	0.622203
1175	Same	Now	1
1176	Severely_bad	Now	0
1177	Slightly_worse	After_6_mos	0.697762
1178	Slightly_worse	After_12_mos	0.622203
1179	Slightly_worse	Now	0.750073
1180	Slightly_worse	After_12_mos	0.622203
1181	Same	After_6_mos	0.892473
1182	Same	After_6_mos	0.892473
1183	Severely_bad	Now	0
1184	Same	After_6_mos	0.892473
1185	Same	After_6_mos	0.892473
1186	Severely_bad	After_12_mos	0.429236
1187	Same	Now	1
1188	Slightly_worse	After_6_mos	0.697762
1189	Severely_bad	After_12_mos	0.429236
1190	Slightly_worse	After_6_mos	0.697762
1191	Same	After_12_mos	0.267655
1192	Same	After_12_mos	0.267655
1193	Severely_bad	After_12_mos	0.429236
1194	Same	After_6_mos	0.892473
1195	Slightly_worse	Now	0.750073
1196	Same	After_12_mos	0.267655
1197	Severely_bad	Now	0
1198	Slightly_worse	After_12_mos	0.622203
1199	Same	After_6_mos	0.892473
1200	Severely_bad	After_12_mos	0.429236
1201	Slightly_worse	After_12_mos	0.622203
1202	Severely_bad	After_12_mos	0.429236
1203	Slightly_worse	After_6_mos	0.697762
1204	Same	Now	1
1205	Same	After_12_mos	0.267655
1206	Slightly_worse	After_12_mos	0.622203
1207	Slightly_worse	Now	0.750073
1208	Same	After_12_mos	0.267655
1209	Severely_bad	After_6_mos	0.468323
1210	Severely_bad	After_12_mos	0.429236
1211	Same	After_6_mos	0.892473
1212	Severely_bad	Now	0
1213	Slightly_worse	After_12_mos	0.622203
1214	Same	After_6_mos	0.892473
1215	Same	After_12_mos	0.267655
1216	Severely_bad	After_12_mos	0.429236
1217	Severely_bad	After_6_mos	0.468323
1218	Severely_bad	Now	0
1219	Severely_bad	After_12_mos	0.429236
1220	Same	After_6_mos	0.892473
1221	Same	After_6_mos	0.892473
1222	Slightly_worse	Now	0.750073
1223	Slightly_worse	After_6_mos	0.697762
1224	Slightly_worse	After_12_mos	0.622203
1225	Same	After_12_mos	0.267655
1226	Same	After_12_mos	0.267655
1227	Same	After_6_mos	0.892473
1228	Severely_bad	After_12_mos	0.429236
1229	Severely_bad	After_12_mos	0.429236
1230	Severely_bad	After_6_mos	0.468323
1231	Severely_bad	Now	0
1232	Same	After_12_mos	0.267655
1233	Slightly_worse	After_12_mos	0.622203
1234	Slightly_worse	After_6_mos	0.697762
1235	Same	Now	1
1236	Slightly_worse	Now	0.750073
1237	Slightly_worse	After_12_mos	0.622203
1238	Severely_bad	Now	0
1239	Slightly_worse	Now	0.750073
1240	Slightly_worse	Now	0.750073
1241	Severely_bad	After_12_mos	0.429236
1242	Severely_bad	After_6_mos	0.468323
1243	Same	After_12_mos	0.267655
1244	Same	After_12_mos	0.267655
1245	Slightly_worse	After_12_mos	0.622203
1246	Same	After_12_mos	0.267655
1247	Severely_bad	After_12_mos	0.429236
1248	Slightly_worse	After_12_mos	0.622203
1249	Same	After_12_mos	0.267655
1250	Severely_bad	Now	0
1251	Slightly_worse	After_6_mos	0.697762
1252	Same	Now	1
1253	Slightly_worse	After_6_mos	0.697762
1254	Severely_bad	Now	0
1255	Slightly_worse	After_12_mos	0.622203
1256	Severely_bad	After_6_mos	0.468323
1257	Same	After_6_mos	0.892473
1258	Same	After_12_mos	0.267655
1259	Slightly_worse	After_12_mos	0.622203
1260	Slightly_worse	Now	0.750073
1261	Slightly_worse	Now	0.750073
1262	Severely_bad	Now	0
1263	Slightly_worse	Now	0.750073
1264	Slightly_worse	After_6_mos	0.697762
1265	Same	After_6_mos	0.892473
1266	Severely_bad	Now	0
1267	Slightly_worse	After_12_mos	0.622203
1268	Same	Now	1
1269	Slightly_worse	After_12_mos	0.622203
1270	Severely_bad	After_12_mos	0.429236
1271	Same	After_6_mos	0.892473
1272	Same	Now	1
1273	Slightly_worse	After_12_mos	0.622203
1274	Severely_bad	Now	0
1275	Same	After_12_mos	0.267655
1276	Same	Now	1
1277	Severely_bad	Now	0
1278	Slightly_worse	After_12_mos	0.622203
1279	Same	After_12_mos	0.267655
1280	Same	Now	1
1281	Severely_bad	Now	0
1282	Slightly_worse	After_6_mos	0.697762
1283	Same	After_6_mos	0.892473
1284	Severely_bad	After_12_mos	0.429236
1285	Same	After_12_mos	0.267655
1286	Severely_bad	Now	0
1287	Slightly_worse	After_6_mos	0.697762
1288	Slightly_worse	After_12_mos	0.622203
1289	Same	After_6_mos	0.892473
1290	Severely_bad	After_12_mos	0.429236
1291	Slightly_worse	After_6_mos	0.697762
1292	Same	After_6_mos	0.892473
1293	Slightly_worse	After_6_mos	0.697762
1294	Severely_bad	Now	0
1295	Same	After_6_mos	0.892473
1296	Slightly_worse	Now	0.750073
1297	Same	After_12_mos	0.267655
1298	Slightly_worse	After_6_mos	0.697762
1299	Severely_bad	After_6_mos	0.468323
1300	Same	Now	1
1301	Slightly_worse	After_6_mos	0.697762
1302	Slightly_worse	After_12_mos	0.622203
1303	Same	After_12_mos	0.267655
1304	Same	After_6_mos	0.892473
1305	Same	After_6_mos	0.892473
1306	Severely_bad	After_12_mos	0.429236
1307	Same	After_12_mos	0.267655
1308	Same	Now	1
1309	Same	Now	1
1310	Same	After_12_mos	0.267655
1311	Same	After_12_mos	0.267655
1312	Same	Now	1
1313	Severely_bad	Now	0
1314	Slightly_worse	After_12_mos	0.622203
1315	Severely_bad	After_12_mos	0.429236
1316	Same	After_6_mos	0.892473
1317	Slightly_worse	After_6_mos	0.697762
1318	Slightly_worse	After_6_mos	0.697762
1319	Severely_bad	Now	0
1320	Same	Now	1
1321	Slightly_worse	After_12_mos	0.622203
1322	Slightly_worse	Now	0.750073
1323	Same	Now	1
1324	Same	After_6_mos	0.892473
1325	Same	Now	1
1326	Slightly_worse	After_12_mos	0.622203
1327	Slightly_worse	After_6_mos	0.697762
1328	Severely_bad	After_12_mos	0.429236
1329	Same	After_12_mos	0.267655
1330	Same	After_6_mos	0.892473
1331	Same	After_6_mos	0.892473
1332	Slightly_worse	After_6_mos	0.697762
1333	Severely_bad	Now	0
1334	Same	After_6_mos	0.892473
1335	Severely_bad	Now	0
1336	Same	After_6_mos	0.892473
1337	Severely_bad	After_12_mos	0.429236
1338	Same	After_12_mos	0.267655
1339	Same	After_6_mos	0.892473
1340	Severely_bad	After_6_mos	0.468323
1341	Same	Now	1
1342	Same	Now	1
1343	Slightly_worse	Now	0.750073
1344	Severely_bad	After_12_mos	0.429236
1345	Slightly_worse	After_6_mos	0.697762
1346	Same	Now	1
1347	Same	After_6_mos	0.892473
1348	Severely_bad	After_12_mos	0.429236
1349	Severely_bad	After_6_mos	0.468323
1350	Slightly_worse	After_6_mos	0.697762
1351	Same	Now	1
1352	Same	Now	1
1353	Severely_bad	After_12_mos	0.429236
1354	Same	After_12_mos	0.267655
1355	Slightly_worse	After_6_mos	0.697762
1356	Same	After_12_mos	0.267655
1357	Same	After_12_mos	0.267655
1358	Slightly_worse	Now	0.750073
1359	Same	After_6_mos	0.892473
1360	Slightly_worse	Now	0.750073
1361	Severely_bad	After_12_mos	0.429236
1362	Same	Now	1
1363	Same	After_6_mos	0.892473
1364	Same	Now	1
1365	Same	Now	1
1366	Same	Now	1
1367	Severely_bad	After_6_mos	0.468323
1368	Same	After_12_mos	0.267655
1369	Slightly_worse	After_6_mos	0.697762
1370	Severely_bad	After_12_mos	0.429236
1371	Slightly_worse	After_6_mos	0.697762
1372	Same	Now	1
1373	Severely_bad	After_6_mos	0.468323
1374	Severely_bad	After_6_mos	0.468323
1375	Severely_bad	After_6_mos	0.468323
1376	Same	After_12_mos	0.267655
1377	Same	Now	1
1378	Slightly_worse	Now	0.750073
1379	Slightly_worse	After_6_mos	0.697762
1380	Same	After_6_mos	0.892473
1381	Same	Now	1
1382	Same	After_6_mos	0.892473
1383	Same	After_6_mos	0.892473
1384	Severely_bad	After_6_mos	0.468323
1385	Same	After_6_mos	0.892473
1386	Slightly_worse	After_12_mos	0.622203
1387	Slightly_worse	Now	0.750073
1388	Slightly_worse	After_6_mos	0.697762
1389	Same	After_6_mos	0.892473
1390	Same	Now	1
1391	Severely_bad	Now	0
1392	Slightly_worse	Now	0.750073
1393	Same	Now	1
1394	Slightly_worse	Now	0.750073
1395	Same	After_12_mos	0.267655
1396	Same	After_12_mos	0.267655
1397	Slightly_worse	After_12_mos	0.622203
1398	Same	After_6_mos	0.892473
1399	Severely_bad	Now	0
1400	Slightly_worse	After_6_mos	0.697762
1401	Slightly_worse	After_12_mos	0.622203
1402	Slightly_worse	After_6_mos	0.697762
1403	Slightly_worse	After_6_mos	0.697762
1404	Same	After_6_mos	0.892473
1405	Severely_bad	After_6_mos	0.468323
1406	Severely_bad	After_6_mos	0.468323
1407	Slightly_worse	After_6_mos	0.697762
1408	Slightly_worse	After_6_mos	0.697762
1409	Severely_bad	After_12_mos	0.429236
